6403010014,Beringin Agung,6403010000,4
6403010011,Wonotirto,6403010000,4
6403010012,Sungai Seluang,6403010000,4
6403010010,Tanjung Harapan,6403010000,4
6403010009,Karya Jaya,6403010000,4
6403010013,Bukit Raya,6403010000,4
6403010008,Margomulyo,6403010000,4
6403010005,Ambarawang Darat,6403010000,4
6403010004,Salok Api Laut,6403010000,4
6403010016,Sanipah,6403010000,4
6403010018,Muara Sembilang,6403010000,4
6403010021,Teluk Pemedas,6403010000,4
6403010019,Bukit Merdeka,6403010000,4
6403010001,Sei Merdeka,6403010000,4
6403010002,Salok Api Darat,6403010000,4
6403010003,Tani Bakti,6403010000,4
6403010007,Ambarawang Laut,6403010000,4
6403010006,Argosari,6403010000,4
6403010017,Handil Baru,6403010000,4
6403020001,Teluk Dalam,6403020000,4
6403020002,Muara Jawa Ilir,6403020000,4
6403020003,Muara Jawa Tengah,6403020000,4
6403020004,Muara Jawa Ulu,6403020000,4
6403020005,Dondang,6403020000,4
6403020006,Tamapole,6403020000,4
6403020007,Muara Kembang,6403020000,4
6403020008,Muara Jawa Pesisir,6403020000,4
6403030004,Sarijaya,6403030000,4
6403030005,Sanga Sanga Muara,6403030000,4
6403030002,Sanga Sanga Dalam,6403030000,4
6403030003,Pendingin,6403030000,4
6403030001,Jawa,6403030000,4
6403040004,Loa Janan Ulu,6403040000,4
6403040001,Batuah,6403040000,4
6403040008,Tani Harapan,6403040000,4
6403040003,Purwajaya,6403040000,4
6403040002,Tani Bakti,6403040000,4
6403040007,Loa Duri Ilir,6403040000,4
6403040006,Bakungan,6403040000,4
6403040005,Loa Duri Ulu,6403040000,4
6403050006,Loa Kulu Kota,6403050000,4
6403050009,Margahayu,6403050000,4
6403050005,Loh Sumber,6403050000,4
6403050004,Ponoragan,6403050000,4
6403050014,Jongkang,6403050000,4
6403050003,Jembayan,6403050000,4
6403050011,Jembayan Tengah,6403050000,4
6403050002,Sungai Payang,6403050000,4
6403050012,Jembayan Dalam,6403050000,4
6403050010,Lung Anai,6403050000,4
6403050008,Jonggon Jaya,6403050000,4
6403050001,Jonggon Desa,6403050000,4
6403060001,Perian,6403060000,4
6403060002,Muara Leka,6403060000,4
6403060009,Kayu Batu,6403060000,4
6403060008,Muara Muntai Ilir,6403060000,4
6403060013,Jantur Baru,6403060000,4
6403060010,Jantur Selatan,6403060000,4
6403060011,Tanjung Batuq Harapan,6403060000,4
6403060007,Muara Muntai Ulu,6403060000,4
6403060006,Rebaq Rinding,6403060000,4
6403060012,Pulau Harapan,6403060000,4
6403060005,Batuq,6403060000,4
6403060003,Muara Aloh,6403060000,4
6403060004,Jantur,6403060000,4
6403070001,Lebak Cilong,6403070000,4
6403070004,Sebemban,6403070000,4
6403070002,Lebak Mantan,6403070000,4
6403070003,Muara Wis,6403070000,4
6403070006,Enggelam,6403070000,4
6403070007,Muara Enggelam,6403070000,4
6403070005,Melintang,6403070000,4
6403080001,Kota Bangun Iii,6403080000,4
6403080015,Pela,6403080000,4
6403080014,Kota Bangun Ilir,6403080000,4
6403080002,Kota Bangun Ii,6403080000,4
6403080003,Kota Bangun I,6403080000,4
6403080016,Muhuran,6403080000,4
6403080020,Sebelimbingan,6403080000,4
6403080019,Liang Ulu,6403080000,4
6403080013,Liang Ilir,6403080000,4
6403080004,Wonosari,6403080000,4
6403080006,Benua Baru,6403080000,4
6403080011,Kota Bangun Ulu,6403080000,4
6403080017,Kota Bangun Seberang,6403080000,4
6403080018,Kedang Murung,6403080000,4
6403080012,Loleng,6403080000,4
6403080010,Sumber Sari,6403080000,4
6403080008,Sukabumi,6403080000,4
6403080005,Kedang Ipil,6403080000,4
6403080009,Sarinadi,6403080000,4
6403080007,Sedulang,6403080000,4
6403090002,Bukit Biru,6403090000,4
6403090003,Timbau,6403090000,4
6403090001,Jahab,6403090000,4
6403090011,Loa Tebu,6403090000,4
6403090004,Melayu,6403090000,4
6403090009,Baru,6403090000,4
6403090006,Maluhu,6403090000,4
6403090008,Sukarame,6403090000,4
6403090007,Panji,6403090000,4
6403090013,Loa Ipuh Darat,6403090000,4
6403090005,Loa Ipuh,6403090000,4
6403090012,Rapak Lambur,6403090000,4
6403090010,Mangkurawang,6403090000,4
6403100014,Mekar Jaya,6403100000,4
6403100008,Segihan,6403100000,4
6403100009,Giri Agung,6403100000,4
6403100005,Manunggal Daya,6403100000,4
6403100012,Lekaq Kidau,6403100000,4
6403100001,Selerong,6403100000,4
6403100010,Senoni,6403100000,4
6403100003,Beloro,6403100000,4
6403100007,Sebulu Ilir,6403100000,4
6403100011,Sebulu Modern,6403100000,4
6403100013,Sanggulan,6403100000,4
6403100002,Tanjung Harapan,6403100000,4
6403110014,Mulawarman,6403110000,4
6403110001,Loa Lepu,6403110000,4
6403110003,Perjiwa,6403110000,4
6403110002,Teluk Dalam,6403110000,4
6403110015,Loa Pari,6403110000,4
6403110005,Loa Ulung,6403110000,4
6403110010,Kerta Buana,6403110000,4
6403110011,Separi,6403110000,4
6403110016,Sukamaju,6403110000,4
6403110009,Bangun Rejo,6403110000,4
6403110008,Manunggal Jaya,6403110000,4
6403110018,Karang Tunggal,6403110000,4
6403110006,Embalut,6403110000,4
6403110007,Bukit Raya,6403110000,4
6403110013,Buana Jaya,6403110000,4
6403110017,Tanjung Batu,6403110000,4
6403110004,Loa Raya,6403110000,4
6403110012,Bukit Pariaman,6403110000,4
6403120008,Handil Terusan,6403120000,4
6403120007,Sidomulyo,6403120000,4
6403120006,Sungai Meriam,6403120000,4
6403120005,Anggana,6403120000,4
6403120004,Kutai Lama,6403120000,4
6403120003,Tani Baru,6403120000,4
6403120002,Muara Pantuan,6403120000,4
6403120001,Sepatin,6403120000,4
6403130012,Salo Cella,6403130000,4
6403130005,Tanjung Limau,6403130000,4
6403130008,Suka Damai,6403130000,4
6403130011,Badak Mekar,6403130000,4
6403130013,Sungai Bawang,6403130000,4
6403130009,Gas Alam Badak Satu,6403130000,4
6403130007,Badak Baru,6403130000,4
6403130004,Muara Badak Ilir,6403130000,4
6403130010,Batu-Batu,6403130000,4
6403130006,Tanah Datar,6403130000,4
6403130003,Muara Badak Ulu,6403130000,4
6403130001,Seliki,6403130000,4
6403130002,Salo Palai,6403130000,4
6403140004,Makarti,6403140000,4
6403140007,Santan Ilir,6403140000,4
6403140008,Santan Tengah,6403140000,4
6403140006,Kersik,6403140000,4
6403140009,Santan Ulu,6403140000,4
6403140005,Sebuntal,6403140000,4
6403140011,Semangkok,6403140000,4
6403140010,Sambera Baru,6403140000,4
6403140002,Bunga Putih,6403140000,4
6403140003,Perangat Selatan,6403140000,4
6403140001,Perangat Baru,6403140000,4
6403150014,Menamang Kiri,6403150000,4
6403150016,Lebaho Ulaq,6403150000,4
6403150001,Benua Puhun,6403150000,4
6403150018,Puan Cepak,6403150000,4
6403150005,Sido Mukti,6403150000,4
6403150004,Panca Jaya,6403150000,4
6403150003,Bunga Jadi,6403150000,4
6403150002,Teratak,6403150000,4
6403150007,Rantau Hempang,6403150000,4
6403150006,Sabintulung,6403150000,4
6403150019,Bukit Jering,6403150000,4
6403150009,Muara Kaman Ilir,6403150000,4
6403150020,Liang Buaya,6403150000,4
